Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,958.72",-17.56,-0.88,"1,199,101,324.81"
Sensitive Index,374.39,-3.66,-0.97,"378,465,386.20"
Float Index,136.10,-1.19,-0.87,"1,163,896,052.40"
Sensitive Float Index,123.76,-1.32,-1.06,"377,335,231.70"
Banking SubIndex,"1,232.25",-7.59,-0.61,"246,097,674.80"
Development Bank Index,"3,768.92",-46.90,-1.22,"62,207,307.80"
Finance Index,"1,713.06",-22.07,-1.27,"39,723,680.80"
Hotels And Tourism,"5,194.43",-64.77,-1.23,"34,350,447.60"
HydroPower Index,"2,106.33",-29.67,-1.38,"280,783,856.50"
Investment,67.51,-0.64,-0.93,"44,641,184.50"
Life Insurance,"10,469.47",-87.27,-0.82,"188,088,105.70"
Manufacturing And Processing,"5,142.67",-37.66,-0.72,"76,687,812.40"
Microfinance Index,"3,623.15",-31.40,-0.85,"96,842,541.50"
Mutual Fund,18.73,-0.15,-0.80,"4,495,518.91"
Non Life Insurance,"10,291.85",-71.68,-0.69,"56,564,216.70"
Others Index,"1,424.42",-15.15,-1.05,"19,972,683.50"
Trading Index,"2,858.79",-42.88,-1.47,"17,936,540.60"
